cellline_id,drug_id,ic50_value,cancer_type_id
RH-1,CCT-018159,3.006672,3
RH-18,CCT-018159,2.808739,3
MZ2-MEL,CCT-018159,3.287752,3
Jurkat,CCT-018159,3.731753,3
LS-180,CCT-018159,3.791509,0
BICR22,CCT-018159,3.338907,3
BICR78,CCT-018159,2.170797,3
CCK-81,CCT-018159,2.977652,0
CL-40,CCT-018159,6.015288,0
ES-2,CCT-018159,2.555744,1
FU-OV-1,CCT-018159,3.834943,1
H2591,CCT-018159,3.649574,3
H2595,CCT-018159,3.39627,3
H2731,CCT-018159,3.321912,3
H2803,CCT-018159,5.132307,3
H2804,CCT-018159,5.074577,3
H2810,CCT-018159,3.561623,3
H2869,CCT-018159,5.631188,3
H290,CCT-018159,2.842483,3
H3118,CCT-018159,2.401562,3
H513,CCT-018159,5.68585,3
HARA,CCT-018159,2.520376,1
HCC-15,CCT-018159,3.566475,1
HCC-44,CCT-018159,2.663543,1
HCC-827,CCT-018159,1.781912,1
Hs746T,CCT-018159,2.99635,0
IGR-37,CCT-018159,2.333595,3
IHH-4,CCT-018159,1.699425,3
IM-95,CCT-018159,3.314775,0
JHH-2,CCT-018159,2.508834,2
JHH-4,CCT-018159,3.485632,2
JHH-6,CCT-018159,2.858592,2
JHH-7,CCT-018159,2.733561,2
JHU-011,CCT-018159,2.130627,3
JHU-022,CCT-018159,2.458035,3
KYM-1,CCT-018159,2.60741,3
KYSE-220,CCT-018159,2.039555,0
LN-18,CCT-018159,2.458268,3
LN-229,CCT-018159,3.168583,3
LNZTA3WT4,CCT-018159,2.629784,3
MDA-MB-436,CCT-018159,5.020704,1
MDST8,CCT-018159,2.368019,0
MFE-319,CCT-018159,2.785665,3
ML-1,CCT-018159,3.898193,3
NB(TU)1-10,CCT-018159,4.68074,3
NCI-H1836,CCT-018159,5.220506,1
NCI-H1869,CCT-018159,3.537031,1
NCI-H1915,CCT-018159,2.198171,1
NCI-H1944,CCT-018159,2.047185,1
NCI-H196,CCT-018159,4.240285,1
NCI-H2023,CCT-018159,2.226716,1
NCI-H211,CCT-018159,4.573853,1
NCI-H3122,CCT-018159,0.664945,1
NCI-H647,CCT-018159,2.009371,1
NCI-H841,CCT-018159,3.523572,1
NCI-H847,CCT-018159,3.749773,1
OSC-20,CCT-018159,2.885433,3
OV-90,CCT-018159,5.265865,1
OVISE,CCT-018159,4.90545,1
OVKATE,CCT-018159,5.503294,1
OVMIU,CCT-018159,2.481688,1
PA-TU-8988T,CCT-018159,2.263595,2
PC-3_[JPC-3],CCT-018159,2.916949,1
PCI-15A,CCT-018159,2.380924,3
PCI-38,CCT-018159,1.990599,3
PCI-6A,CCT-018159,2.958972,3
PL18,CCT-018159,2.586711,2
RERF-GC-1B,CCT-018159,4.79256,0
RH-41,CCT-018159,3.345996,3
SKN,CCT-018159,2.676102,3
SU8686,CCT-018159,3.546881,2
SUIT-2,CCT-018159,4.81065,2
SW156,CCT-018159,3.65914,2
TC-71,CCT-018159,2.188855,3
TOV-21G,CCT-018159,3.101662,1
TT2609-C02,CCT-018159,3.023846,3
WM278,CCT-018159,2.322225,3
SUP-B15,CCT-018159,3.78313,3
H3255,CCT-018159,3.587588,1
201T,CCT-018159,4.405969,1
451Lu,CCT-018159,1.985438,3
OCI-AML3,CCT-018159,2.864008,3
ASH-3,CCT-018159,2.043363,3
BICR10,CCT-018159,3.039398,3
CAL-29,CCT-018159,2.713684,3
CAL-78,CCT-018159,3.682208,3
CHSA0108,CCT-018159,2.080462,3
CL-11,CCT-018159,4.344652,0
CL-34,CCT-018159,5.349618,0
CS1,CCT-018159,2.414949,3
DAN-G,CCT-018159,3.599115,2
EFM-192A,CCT-018159,3.619042,1
FU97,CCT-018159,2.662898,0
H2369,CCT-018159,3.191936,3
H2373,CCT-018159,3.648994,3
H2461,CCT-018159,2.775188,3
H2722,CCT-018159,3.385438,3
H2795,CCT-018159,2.626608,3
H2818,CCT-018159,4.020975,3
HCC1428,CCT-018159,3.290836,1
HCC202,CCT-018159,5.722707,1
HCC-56,CCT-018159,4.836869,0
HDQ-P1,CCT-018159,3.032662,1
AMO-1,CCT-018159,2.825026,3
COR-L95,CCT-018159,5.503544,1
CRO-AP3,CCT-018159,2.027746,-1
DND-41,CCT-018159,1.767188,3
EJM,CCT-018159,2.674703,3
Farage,CCT-018159,2.728935,3
HPAC,CCT-018159,4.342263,2
huH-1,CCT-018159,3.148628,2
JHH-1,CCT-018159,3.856747,2
JHU-029,CCT-018159,2.680308,3
JIMT-1,CCT-018159,3.230717,1
K2,CCT-018159,5.701862,3
KMH-2,CCT-018159,2.913573,3
KMRC-1,CCT-018159,3.783061,2
KMRC-20,CCT-018159,3.249551,2
KON,CCT-018159,1.880148,3
KP-1N,CCT-018159,2.778188,2
KP-2,CCT-018159,5.202781,2
KP-3,CCT-018159,2.416775,2
KYSE-50,CCT-018159,2.13354,0
LC-1-sq,CCT-018159,5.464652,1
LOU-NH91,CCT-018159,3.520544,1
MCC26,CCT-018159,4.375752,3
NCI-H1435,CCT-018159,3.982106,1
NCI-H1568,CCT-018159,2.341185,1
NCI-H1688,CCT-018159,3.675278,1
NCI-H1781,CCT-018159,3.453082,1
NCI-H2110,CCT-018159,3.752262,1
NCI-H2135,CCT-018159,4.651222,1
NCI-H2172,CCT-018159,4.983004,1
NCI-H2444,CCT-018159,4.255727,1
NUGC-4,CCT-018159,4.523825,0
OCUM-1,CCT-018159,1.223719,0
OE21,CCT-018159,2.123747,0
OSC-19,CCT-018159,1.888738,3
OVTOKO,CCT-018159,2.711287,1
PANC-02-03,CCT-018159,2.536933,2
PANC-04-03,CCT-018159,2.932197,2
PA-TU-8902,CCT-018159,3.372024,2
PCI-30,CCT-018159,2.567973,3
PCI-4B,CCT-018159,1.760227,3
PL4,CCT-018159,3.661136,2
QGP-1,CCT-018159,5.645691,2
RERF-LC-KJ,CCT-018159,2.821745,1
RERF-LC-Sq1,CCT-018159,4.467754,1
RKN,CCT-018159,3.959138,1
SAT,CCT-018159,2.485434,3
SCaBER,CCT-018159,2.636563,3
SCC90,CCT-018159,3.995007,3
SKN-3,CCT-018159,3.664616,3
STS-0421,CCT-018159,2.642429,3
SW1271,CCT-018159,3.79876,1
T-T,CCT-018159,2.919724,0
TASK1,CCT-018159,2.923914,3
TMK-1,CCT-018159,2.839946,0
TOV-112D,CCT-018159,2.62905,1
UDSCC2,CCT-018159,5.473044,3
VCaP,CCT-018159,4.976467,1
WM1552C,CCT-018159,3.597104,3
WM35,CCT-018159,4.326528,3
WM793B,CCT-018159,2.730918,3
GA-10,CCT-018159,2.158258,3
GRANTA-519,CCT-018159,3.095473,3
HCC1500,CCT-018159,5.082186,1
Sarc9371,CCT-018159,4.170027,3
CHSA8926,CCT-018159,5.453642,3
COR-L321,CCT-018159,3.805096,-1
HSC-39,CCT-018159,2.095842,0
JEKO-1,CCT-018159,2.595584,3
JJN-3,CCT-018159,2.33512,3
JM1,CCT-018159,3.226252,3
JSC-1,CCT-018159,2.860412,3
JURL-MK1,CCT-018159,2.502688,3
KARPAS-1106P,CCT-018159,2.23683,3
KARPAS-231,CCT-018159,1.923612,3
KARPAS-620,CCT-018159,2.905565,3
L-1236,CCT-018159,2.256707,3
ME-1,CCT-018159,4.895102,3
MOLM-13,CCT-018159,1.534237,3
MOLM-16,CCT-018159,1.011525,3
MOLP-8,CCT-018159,2.971376,3
MY-M12,CCT-018159,2.966972,3
NCI-H1341,CCT-018159,1.595884,1
NCI-H1876,CCT-018159,4.479168,1
NU-DUL-1,CCT-018159,2.80705,3
OCI-AML5,CCT-018159,3.344932,3
OCI-LY-19,CCT-018159,2.597241,3
OCI-M1,CCT-018159,3.792625,3
P32-ISH,CCT-018159,3.799147,3
PL-21,CCT-018159,2.385403,3
PWR-1E,CCT-018159,2.011305,1
RCH-ACV,CCT-018159,2.881872,3
RC-K8,CCT-018159,4.718967,3
ROS-50,CCT-018159,5.213914,3
SLVL,CCT-018159,4.004075,3
SU-DHL-10,CCT-018159,1.986475,3
SU-DHL-16,CCT-018159,2.884808,3
SU-DHL-4,CCT-018159,3.516628,3
SU-DHL-5,CCT-018159,1.848325,3
SU-DHL-6,CCT-018159,2.188414,3
SU-DHL-8,CCT-018159,3.22458,-1
SUP-HD1,CCT-018159,-1.520276,3
SUP-M2,CCT-018159,1.584612,3
TK,CCT-018159,2.825909,3
VAL,CCT-018159,3.372934,3
WIL2-NS,CCT-018159,2.999753,3
WSU-DLCL2,CCT-018159,2.522666,3
MCC13,CCT-018159,3.840619,3
DOV13,CCT-018159,2.337751,1
Hey,CCT-018159,1.69611,1
JHOS-2,CCT-018159,4.328834,1
JHOS-3,CCT-018159,5.158816,1
JHOS-4,CCT-018159,3.731287,1
OV-7,CCT-018159,5.145319,1
OV-17R,CCT-018159,5.887635,1
OV-56,CCT-018159,2.774507,1
OVCA420,CCT-018159,5.262268,1
OVCA433,CCT-018159,3.021511,1
OVK-18,CCT-018159,3.080259,1
PEO1,CCT-018159,3.112669,1
FLO-1,CCT-018159,3.394453,0
OACp4C,CCT-018159,3.16158,0
OACM5-1,CCT-018159,5.371335,0
SK-GT-2,CCT-018159,2.259005,0
SK-GT-4,CCT-018159,2.390573,0
ESO26,CCT-018159,3.501454,0
KYAE-1,CCT-018159,3.129575,0
EMC-BAC-1,CCT-018159,3.777288,1
EMC-BAC-2,CCT-018159,3.960848,1
TE-4,CCT-018159,1.885482,0
NCC010,CCT-018159,3.051455,2
RCC-FG2,CCT-018159,4.31978,2
RCC-JF,CCT-018159,2.708865,2
RCC-JW,CCT-018159,2.893494,2
RCC-AB,CCT-018159,4.327968,2
RCC-MF,CCT-018159,5.525012,2
KMS-11,CCT-018159,2.970511,3
MM1S,CCT-018159,3.430165,3
OCI-LY7,CCT-018159,1.494216,3
Set2,CCT-018159,2.871793,3
SNU-407,CCT-018159,2.962303,0
SNU-61,CCT-018159,5.741552,0
SNU-81,CCT-018159,3.823448,0
SNU-C5,CCT-018159,5.274172,0
DIFI,CCT-018159,4.264056,0
LIM1215,CCT-018159,3.788033,0
Geo,CCT-018159,7.212557,0
MC-CAR,Rucaparib,2.467347,3
A673,Rucaparib,1.580074,3
ES5,Rucaparib,1.688705,3
ES7,Rucaparib,1.460018,3
EW-11,Rucaparib,0.973668,3
SK-ES-1,Rucaparib,1.161619,3
NCI-H1395,Rucaparib,1.812114,1
COLO-829,Rucaparib,4.017016,3
RT4,Rucaparib,4.495788,3
SW780,Rucaparib,4.516305,3
TCCSUP,Rucaparib,3.821602,3
C-33-A,Rucaparib,4.064752,3
C-4-I,Rucaparib,4.443626,3
ME-180,Rucaparib,3.107114,3
42-MG-BA,Rucaparib,2.34326,3
8-MG-BA,Rucaparib,1.468906,3
A172,Rucaparib,2.262787,3
GB-1,Rucaparib,2.861823,3
T98G,Rucaparib,2.924647,3
U-118-MG,Rucaparib,1.10389,3
U-87-MG,Rucaparib,4.667755,3
YKG-1,Rucaparib,3.059933,3
ChaGo-K-1,Rucaparib,3.656617,1
NCI-H720,Rucaparib,4.201943,1
Calu-3,Rucaparib,2.823284,1
COR-L23,Rucaparib,2.225221,1
LK-2,Rucaparib,1.87014,1
NCI-H1437,Rucaparib,2.968754,1
NCI-H1623,Rucaparib,3.772803,1
NCI-H1648,Rucaparib,2.794023,1
NCI-H1650,Rucaparib,4.917766,1
NCI-H1693,Rucaparib,2.780945,1
NCI-H1770,Rucaparib,3.979682,1
NCI-H1838,Rucaparib,4.900078,1
NCI-H2085,Rucaparib,4.528273,1
NCI-H2126,Rucaparib,3.644621,1
NCI-H2170,Rucaparib,3.566866,1
NCI-H2342,Rucaparib,4.351646,1
NCI-H2347,Rucaparib,3.300573,1
NCI-H2405,Rucaparib,2.410361,1
NCI-H661,Rucaparib,2.146851,1
DMS-114,Rucaparib,4.553512,1
DMS-273,Rucaparib,3.636359,1
NCI-H1048,Rucaparib,1.109868,1
NCI-H1092,Rucaparib,4.268351,1
NCI-H1417,Rucaparib,2.625072,1
NCI-H1694,Rucaparib,4.354587,1
NCI-H187,Rucaparib,4.540847,1
NCI-H1963,Rucaparib,3.864325,1
NCI-H2029,Rucaparib,3.469224,1
NCI-H209,Rucaparib,0.26116,1
NCI-H2141,Rucaparib,4.332637,1
NCI-H2227,Rucaparib,2.802825,1
NCI-H345,Rucaparib,4.694292,1
NCI-H446,Rucaparib,4.42778,1
NCI-H526,Rucaparib,2.897232,1
NCI-H64,Rucaparib,2.866184,1
NCI-H69,Rucaparib,4.540484,1
NCI-H82,Rucaparib,4.15423,1
NCI-H2052,Rucaparib,3.822164,3
SK-N-DZ,Rucaparib,3.307178,3
VA-ES-BJ,Rucaparib,3.049499,3
VMRC-LCD,Rucaparib,3.654641,1
LU-139,Rucaparib,3.676708,1
SBC-5,Rucaparib,2.540598,1
SBC-1,Rucaparib,4.193227,1
LU-135,Rucaparib,1.874992,1
SK-N-SH,Rucaparib,4.099847,3
NCI-H2030,Rucaparib,1.907624,1
NCI-H2122,Rucaparib,4.037853,1
NCI-H1734,Rucaparib,4.338107,1
NCI-H650,Rucaparib,4.165616,1
T-24,Rucaparib,2.897987,3
NCI-H929,Rucaparib,3.578697,3
SK-N-AS,Rucaparib,3.730172,3
NCI-H1299,Rucaparib,2.985567,1
NCI-H2087,Rucaparib,3.482287,1
UM-UC-3,Rucaparib,3.098348,3
SW756,Rucaparib,4.80882,3
NCI-H727,Rucaparib,4.151781,1
Calu-6,Rucaparib,4.209583,1
LU-65,Rucaparib,4.987173,1
NCI-H1355,Rucaparib,4.15344,1
NCI-H1792,Rucaparib,2.474146,1
HPAF-II,Rucaparib,3.248473,2
MIA-PaCa-2,Rucaparib,3.68655,2
SHP-77,Rucaparib,3.538755,1
NCI-H2009,Rucaparib,4.429432,1
NCI-H2291,Rucaparib,3.539468,1
SW1573,Rucaparib,2.138756,1
SW900,Rucaparib,2.957786,1
TE-5,Rucaparib,3.090212,0
HCC1954,Rucaparib,3.928366,1
HCC1143,Rucaparib,4.595654,1
HCC1187,Rucaparib,2.421727,1
HCC1395,Rucaparib,4.545495,1
HCC1937,Rucaparib,3.446423,1
HCC2157,Rucaparib,4.125289,1
HCC2218,Rucaparib,4.757247,1
HCC38,Rucaparib,3.98813,1
BB30-HNC,Rucaparib,2.626838,3
BB49-HNC,Rucaparib,3.840469,3
BB65-RCC,Rucaparib,3.460128,2
BEN,Rucaparib,2.689904,1
BHY,Rucaparib,3.723302,3
Ca9-22,Rucaparib,2.587402,3
CADO-ES1,Rucaparib,3.761198,3
CAL-12T,Rucaparib,3.567751,1
CAL-33,Rucaparib,2.872972,3
CP50-MEL-B,Rucaparib,4.248791,3
CP66-MEL,Rucaparib,4.649503,3
CPC-N,Rucaparib,4.104248,1
CTV-1,Rucaparib,2.168324,3
D-542MG,Rucaparib,4.908228,3
DMS-79,Rucaparib,2.968608,1
DSH1,Rucaparib,1.581612,3
EBC-1,Rucaparib,3.303643,1
EC-GI-10,Rucaparib,3.785518,0
EPLC-272H,Rucaparib,3.600149,1
HA7-RCC,Rucaparib,4.422452,2
HCE-4,Rucaparib,3.372027,0
HO-1-u-1,Rucaparib,2.871194,3
IM-9,Rucaparib,3.839913,3
IST-SL1,Rucaparib,3.720129,1
IST-SL2,Rucaparib,3.100366,1
J82,Rucaparib,2.696341,3
KNS-62,Rucaparib,4.350463,1
KOSC-2,Rucaparib,2.058555,3
KP-4,Rucaparib,2.300059,2
KYSE-140,Rucaparib,3.60605,0
KYSE-410,Rucaparib,4.395295,0
KYSE-520,Rucaparib,3.723136,0
KYSE-70,Rucaparib,3.961704,0
LB1047-RCC,Rucaparib,3.253447,2
LB2241-RCC,Rucaparib,1.905344,2
LB2518-MEL,Rucaparib,4.472242,3
LB373-MEL-D,Rucaparib,4.400234,3
LB647-SCLC,Rucaparib,4.585755,1
LB771-HNC,Rucaparib,4.828239,3
LB831-BLC,Rucaparib,4.217722,3
LB996-RCC,Rucaparib,1.840658,2
LCLC-103H,Rucaparib,1.984516,1
LU-134-A,Rucaparib,2.09843,1
LU-165,Rucaparib,4.850365,1
LXF-289,Rucaparib,2.709896,1
MS-1,Rucaparib,3.303057,1
MZ1-PC,Rucaparib,2.413826,2
MZ7-mel,Rucaparib,4.348938,3
NCI-H1304,Rucaparib,4.52817,1
NCI-H1563,Rucaparib,4.812527,1
NCI-H292,Rucaparib,2.152037,1
NCI-H510A,Rucaparib,3.861165,1
NCI-H835,Rucaparib,4.30458,1
PC-14,Rucaparib,2.525301,1
SBC-3,Rucaparib,2.482167,1
SK-MM-2,Rucaparib,4.459937,3
TE-15,Rucaparib,4.024683,0
BE2-M17,Rucaparib,4.356116,3
KELLY,Rucaparib,0.819106,3
SIMA,Rucaparib,3.346229,3
TE-1,Rucaparib,2.307851,0
TE-10,Rucaparib,2.354556,0
TE-8,Rucaparib,2.089128,0
CAPAN-1,Rucaparib,4.659876,2
OVCAR-3,Rucaparib,2.869432,1
PC-3,Rucaparib,3.761081,1
DU-145,Rucaparib,2.73197,1
HCT-116,Rucaparib,1.828195,0
HCT-15,Rucaparib,4.355668,0
HL-60,Rucaparib,3.903429,3
HT-29,Rucaparib,2.496389,0
K-562,Rucaparib,4.105835,3
NCI-H226,Rucaparib,2.665985,1
NCI-H23,Rucaparib,2.681318,1
NCI-H460,Rucaparib,0.871484,1
NCI-H522,Rucaparib,3.913165,1
T47D,Rucaparib,3.040592,1
MCF7,Rucaparib,1.913453,1
786-0,Rucaparib,3.346805,2
A498,Rucaparib,4.865434,2
A549,Rucaparib,3.323708,1
ACHN,Rucaparib,2.987635,2
BT-549,Rucaparib,3.764019,1
CCRF-CEM,Rucaparib,2.171409,3
SK-MEL-28,Rucaparib,4.020565,3
SK-MEL-2,Rucaparib,4.318786,3
SK-MEL-5,Rucaparib,4.783207,3
Hs-578-T,Rucaparib,3.915437,1
MOLT-4,Rucaparib,2.945044,3
SK-OV-3,Rucaparib,4.786647,1
MDA-MB-231,Rucaparib,2.321546,1
COLO-205,Rucaparib,3.440607,0
SW620,Rucaparib,2.616587,0
CAKI-1,Rucaparib,2.850659,2
RPMI-8226,Rucaparib,3.514374,3
SR,Rucaparib,1.739493,3
NCI-H322M,Rucaparib,5.151982,1
IGROV-1,Rucaparib,4.432164,1
OVCAR-5,Rucaparib,4.683317,1
EKVX,Rucaparib,4.950621,1
HCC2998,Rucaparib,2.518544,0
HOP-62,Rucaparib,4.154174,1
HOP-92,Rucaparib,3.459595,1
LOXIMVI,Rucaparib,3.664457,3
M14,Rucaparib,3.678584,3
UACC-62,Rucaparib,2.529456,3
UACC-257,Rucaparib,2.22248,3
RXF393,Rucaparib,0.391841,2
SN12C,Rucaparib,2.238706,2
TK10,Rucaparib,4.229719,2
U031,Rucaparib,2.725417,2
SNB75,Rucaparib,5.172276,3
U251,Rucaparib,1.21912,3
SF539,Rucaparib,2.147581,3
SF295,Rucaparib,2.842927,3
SF268,Rucaparib,2.371906,3
KM12,Rucaparib,3.318239,0
OVCAR-4,Rucaparib,5.029639,1
OVCAR-8,Rucaparib,1.395635,1
BxPC-3,Rucaparib,3.162506,2
BHT-101,Rucaparib,1.644489,3
Becker,Rucaparib,2.74246,3
BE-13,Rucaparib,3.202066,3
ARH-77,Rucaparib,3.766527,3
AGS,Rucaparib,2.996444,0
ABC-1,Rucaparib,4.71554,1
A2058,Rucaparib,2.11459,3
A375,Rucaparib,2.090054,3
A253,Rucaparib,4.223135,3
8305C,Rucaparib,2.26997,3
647-V,Rucaparib,2.94673,3
639-V,Rucaparib,3.735189,3
BT-20,Rucaparib,3.680859,1
ACN,Rucaparib,3.11525,3
A2780,Rucaparib,0.590132,1
COR-L105,Rucaparib,2.694076,1
CRO-AP2,Rucaparib,2.621874,3
COR-L88,Rucaparib,4.251777,1
COLO-800,Rucaparib,-0.372189,3
COLO-792,Rucaparib,4.234317,3
COLO-741,Rucaparib,4.062713,0
COLO-680N,Rucaparib,3.98484,0
COLO-679,Rucaparib,4.547976,3
CHP-212,Rucaparib,2.189303,3
CFPAC-1,Rucaparib,3.07871,2
CCF-STTG1,Rucaparib,4.244174,3
Ca-Ski,Rucaparib,3.821386,3
CAL-120,Rucaparib,3.561541,1
CAL-72,Rucaparib,4.185232,3
CAL-62,Rucaparib,2.533622,3
C32,Rucaparib,4.075818,3
Daudi,Rucaparib,3.767767,3
Daoy,Rucaparib,2.443656,3
D-283MED,Rucaparib,2.925384,3
DBTRG-05MG,Rucaparib,3.36063,3
DEL,Rucaparib,3.296941,3
Detroit562,Rucaparib,3.261067,3
DG-75,Rucaparib,2.343091,3
DK-MG,Rucaparib,2.640775,3
DJM-1,Rucaparib,4.192632,3
DoTc2-4510,Rucaparib,2.566072,3
DU-4475,Rucaparib,2.380028,1
EB2,Rucaparib,3.96928,3
EB-3,Rucaparib,4.181982,3
ECC10,Rucaparib,2.512704,0
EFM-19,Rucaparib,4.606744,1
EFO-27,Rucaparib,4.069654,1
EGI-1,Rucaparib,4.898815,3
EHEB,Rucaparib,4.182299,3
EM-2,Rucaparib,4.406976,3
EoL-1-cell,Rucaparib,2.114471,3
ETK-1,Rucaparib,2.448937,3
EVSA-T,Rucaparib,3.713126,1
FADU,Rucaparib,1.927754,3
FTC-133,Rucaparib,2.860576,3
G-361,Rucaparib,4.081219,3
GAMG,Rucaparib,2.037885,3
GCIY,Rucaparib,3.852436,0
GDM-1,Rucaparib,2.783381,3
GI-1,Rucaparib,2.8913,3
GI-ME-N,Rucaparib,2.128468,3
GMS-10,Rucaparib,2.611069,3
GOTO,Rucaparib,2.823335,3
GR-ST,Rucaparib,2.355653,3
GCT,Rucaparib,1.675225,3
ESS-1,Rucaparib,2.168773,3
H4,Rucaparib,1.338143,3
H9,Rucaparib,3.588993,3
HC-1,Rucaparib,3.340463,3
HCC1419,Rucaparib,5.363281,1
HCC1569,Rucaparib,2.787275,1
HCC1806,Rucaparib,2.824356,1
HCC70,Rucaparib,3.961078,1
HD-MY-Z,Rucaparib,3.059564,3
HEC-1,Rucaparib,2.1198,3
HEL,Rucaparib,3.599245,3
HGC-27,Rucaparib,0.767413,0
HH,Rucaparib,4.125735,3
HLE,Rucaparib,2.688359,2
HMV-II,Rucaparib,4.736542,3
HN,Rucaparib,3.194331,3
HOS,Rucaparib,2.182565,3
HSC-3,Rucaparib,3.601649,3
HSC-4,Rucaparib,2.525153,3
HT,Rucaparib,4.022179,3
HT-1080,Rucaparib,1.532484,3
HT-1197,Rucaparib,2.554512,3
HT-1376,Rucaparib,4.047947,3
HT-144,Rucaparib,3.18026,3
HT-3,Rucaparib,4.281748,3
HuCCT1,Rucaparib,3.924823,3
HUH-6-clone5,Rucaparib,4.864216,2
HuH-7,Rucaparib,3.569341,2
HuO9,Rucaparib,2.102746,3
HuTu-80,Rucaparib,1.540249,0
IGR-1,Rucaparib,3.022561,3
IMR-5,Rucaparib,3.402258,3
IPC-298,Rucaparib,3.367394,3
IST-MEL1,Rucaparib,3.825155,3
IST-MES1,Rucaparib,2.61987,3
JAR,Rucaparib,3.377242,3
JEG-3,Rucaparib,2.560645,3
JiyoyeP-2003,Rucaparib,3.673216,3
JVM-2,Rucaparib,3.668304,3
JVM-3,Rucaparib,2.733919,3
KALS-1,Rucaparib,4.374004,3
KARPAS-45,Rucaparib,2.863474,3
KARPAS-299,Rucaparib,3.473921,3
KARPAS-422,Rucaparib,3.65733,3
KASUMI-1,Rucaparib,2.967685,3
KATOIII,Rucaparib,2.213516,0
KE-37,Rucaparib,2.798252,3
KG-1,Rucaparib,3.344351,3
KINGS-1,Rucaparib,2.723738,3
KMOE-2,Rucaparib,3.522802,3
KMS-12-BM,Rucaparib,3.514259,3
KNS-42,Rucaparib,4.447486,3
HuP-T3,Rucaparib,4.416544,2
HuP-T4,Rucaparib,3.164954,2
HT55,Rucaparib,4.501358,0
HT-115,Rucaparib,4.1256,0
H-EMC-SS,Rucaparib,4.384751,3
GP5d,Rucaparib,3.724061,0
DMS-53,Rucaparib,3.092326,1
G-402,Rucaparib,1.890216,3
G-401,Rucaparib,2.772507,3
KY821,Rucaparib,3.58438,3
KU812,Rucaparib,3.787817,3
KU-19-19,Rucaparib,1.848832,3
KS-1,Rucaparib,2.713912,3
KYSE-150,Rucaparib,2.774318,0
KYSE-180,Rucaparib,3.529817,0
KYSE-270,Rucaparib,2.261037,0
KYSE-450,Rucaparib,3.221207,0
KYSE-510,Rucaparib,2.542978,0
L-428,Rucaparib,3.829506,3
L-540,Rucaparib,3.851403,3
LAMA-84,Rucaparib,4.188501,3
LC-2-ad,Rucaparib,3.613095,1
LC4-1,Rucaparib,4.483036,3
LNCaP-Clone-FGC,Rucaparib,3.37645,1
LOUCY,Rucaparib,2.540826,3
LP-1,Rucaparib,3.027038,3
LS-123,Rucaparib,5.082385,0
LS-411N,Rucaparib,3.751729,0
LS-513,Rucaparib,2.822687,0
LU-99A,Rucaparib,1.610791,1
MC-1010,Rucaparib,4.002159,3
MC116,Rucaparib,2.525061,3
MC-IXC,Rucaparib,1.06951,3
MDA-MB-175-VII,Rucaparib,4.73208,1
MDA-MB-361,Rucaparib,4.299457,1
MDA-MB-468,Rucaparib,4.041688,1
MEL-HO,Rucaparib,4.213917,3
MEL-JUSO,Rucaparib,2.810429,3
MEG-01,Rucaparib,3.98121,3
MES-SA,Rucaparib,3.63266,3
Mewo,Rucaparib,4.065716,3
MFE-280,Rucaparib,4.917573,3
MFE-296,Rucaparib,4.405114,3
MG-63,Rucaparib,2.251919,3
MHH-CALL-2,Rucaparib,2.885171,3
MHH-ES-1,Rucaparib,-0.623142,3
MHH-PREB-1,Rucaparib,3.503959,3
MKN1,Rucaparib,3.41219,0
MKN28,Rucaparib,3.2123,0
ML-2,Rucaparib,3.804965,3
MLMA,Rucaparib,3.756198,3
MN-60,Rucaparib,4.481069,3
MOG-G-CCM,Rucaparib,4.643693,3
MOG-G-UVW,Rucaparib,2.42344,3
MOLT-13,Rucaparib,2.895245,3
MOLT-16,Rucaparib,1.521752,3
MONO-MAC-6,Rucaparib,3.69086,3
Mo-T,Rucaparib,2.611864,3
MPP-89,Rucaparib,4.65364,3
MRK-nu-1,Rucaparib,4.046114,1
MSTO-211H,Rucaparib,4.050069,3
MV-4-11,Rucaparib,1.688745,3
NALM-6,Rucaparib,3.190029,3
NAMALWA,Rucaparib,3.581587,3
NB69,Rucaparib,0.096501,3
NCI-H508,Rucaparib,3.156808,0
NCI-H520,Rucaparib,3.101812,1
NCI-SNU-1,Rucaparib,4.432533,0
NCI-SNU-5,Rucaparib,2.650726,0
NCI-SNU-16,Rucaparib,3.7413,0
NH-12,Rucaparib,3.224285,3
NKM-1,Rucaparib,1.873027,3
NMC-G1,Rucaparib,2.476917,3
no-11,Rucaparib,3.08201,3
NOMO-1,Rucaparib,3.440622,3
no-10,Rucaparib,4.151371,3
NUGC-3,Rucaparib,2.257226,0
NCI-H747,Rucaparib,4.597376,0
NCI-H716,Rucaparib,3.478956,0
NCI-H596,Rucaparib,4.217672,1
NCI-H441,Rucaparib,4.70953,1
NCI-N87,Rucaparib,4.089153,0
NCI-H2452,Rucaparib,3.263123,3
NCI-H1793,Rucaparib,4.120302,1
NCI-H358,Rucaparib,3.960538,1
NCI-H1155,Rucaparib,2.361712,1
NCI-H1436,Rucaparib,4.546532,1
NCI-H28,Rucaparib,2.734993,3
NCI-H1581,Rucaparib,4.001782,1
NCI-H1573,Rucaparib,4.134005,1
NCI-H1666,Rucaparib,4.618836,1
NCI-H1703,Rucaparib,4.643242,1
NCI-H1755,Rucaparib,2.580601,1
NCI-H1993,Rucaparib,2.571946,1
NCI-H2081,Rucaparib,4.358772,1
NCI-H630,Rucaparib,4.607105,0
NCI-H524,Rucaparib,2.62233,1
ONS-76,Rucaparib,1.755334,3
